3.70090E+00	0.00000E+00	         5	1000010010	1.21695E+02	-3.16382E+00	1.59976E+00	1.05911E+00	-8.42915E-01	4.19357E-01	3.37098E-01	         5	1000010010	1.21985E+02	0.00000E+00	0.00000E+00	0.00000E+00	-8.40162E-01	4.45860E-01	3.08766E-01	         5	1000010010	1.21985E+02	0.00000E+00	0.00000E+00	0.00000E+00	-8.40162E-01	4.45860E-01	3.08766E-01	1.00000E+00
3.80809E+00	0.00000E+00	         2	1000010010	1.78183E+01	1.51531E+00	1.93392E+00	-2.76663E+00	2.64854E-01	7.18906E-01	-6.42671E-01	         2	1000010010	1.78748E+01	0.00000E+00	0.00000E+00	0.00000E+00	3.14439E-01	7.23079E-01	-6.15049E-01	         2	1000010010	1.78748E+01	0.00000E+00	0.00000E+00	0.00000E+00	3.14439E-01	7.23079E-01	-6.15049E-01	1.00000E+00
3.70305E+00	0.00000E+00	         7	1000010010	8.73842E+01	5.45984E-01	-3.45960E+00	1.19323E+00	1.73348E-01	-9.15616E-01	3.62763E-01	         7	1000010010	8.76136E+01	0.00000E+00	0.00000E+00	0.00000E+00	6.76006E-02	-9.59870E-01	2.72175E-01	         7	1000010010	8.76136E+01	0.00000E+00	0.00000E+00	0.00000E+00	6.76006E-02	-9.59870E-01	2.72175E-01	1.00000E+00
3.70021E+00	0.00000E+00	         8	1000010010	6.11480E+02	-2.80184E+00	2.08336E+00	-1.22475E+00	-7.66372E-01	5.48554E-01	-3.34308E-01	         8	1000010010	6.12245E+02	0.00000E+00	0.00000E+00	0.00000E+00	-7.55177E-01	5.67748E-01	-3.27673E-01	         8	1000010010	6.12245E+02	0.00000E+00	0.00000E+00	0.00000E+00	-7.55177E-01	5.67748E-01	-3.27673E-01	1.00000E+00
1.48380E+01	0.00000E+00	         4	1000010010	1.78966E+00	-2.64317E+00	7.27608E-01	-2.48492E+00	-4.80630E-01	1.37716E-01	-8.66042E-01	         4	1000010010	1.79373E+00	0.00000E+00	0.00000E+00	0.00000E+00	-7.14420E-01	1.42800E-01	6.84990E-01	         4	1000010010	1.79373E+00	0.00000E+00	0.00000E+00	0.00000E+00	-7.14420E-01	1.42800E-01	6.84990E-01	1.00000E+00
2.18510E+01	0.00000E+00	         9	1000010010	2.01148E+00	-1.07779E+00	-1.19817E+00	-3.33065E+00	-3.88189E-01	-1.69423E-01	-9.05873E-01	         9	1000010010	2.01970E+00	0.00000E+00	0.00000E+00	0.00000E+00	4.07959E-02	4.69689E-01	8.81889E-01	         9	1000010010	2.01970E+00	0.00000E+00	0.00000E+00	0.00000E+00	4.07959E-02	4.69689E-01	8.81889E-01	1.00000E+00
1.39112E+01	0.00000E+00	         3	1000010010	5.97654E-01	3.28173E+00	8.08945E-01	-1.50546E+00	8.49620E-01	3.96809E-02	-5.25901E-01	         3	1000010010	5.97715E-01	0.00000E+00	0.00000E+00	0.00000E+00	3.18800E-01	3.10966E-01	-8.95358E-01	         3	1000010010	5.97715E-01	0.00000E+00	0.00000E+00	0.00000E+00	3.18800E-01	3.10966E-01	-8.95358E-01	1.00000E+00
3.70013E+00	0.00000E+00	        11	1000000010	3.25504E+02	9.46655E-01	-2.54566E+00	2.51281E+00	2.56196E-01	-6.86609E-01	6.80391E-01	        11	1000010010	4.25382E+02	0.00000E+00	0.00000E+00	0.00000E+00	2.51678E-01	-6.96532E-01	6.71938E-01	        11	1000010010	4.25382E+02	0.00000E+00	0.00000E+00	0.00000E+00	2.51678E-01	-6.96532E-01	6.71938E-01	1.00000E+00
3.90377E+00	0.00000E+00	        13	1000010010	1.52710E+01	-2.76434E+00	8.35161E-01	-2.31324E+00	-6.30279E-01	-3.61343E-01	-6.87154E-01	        13	1000010010	1.53197E+01	0.00000E+00	0.00000E+00	0.00000E+00	-6.78361E-01	5.07937E-01	-5.30873E-01	        13	1000010010	1.53197E+01	0.00000E+00	0.00000E+00	0.00000E+00	-6.78361E-01	5.07937E-01	-5.30873E-01	1.00000E+00
9.93194E+00	0.00000E+00	        10	1000010010	2.85404E-01	-2.02221E+00	-1.54383E+00	-2.68650E+00	-9.42615E-01	-2.45634E-01	2.26143E-01	        10	1000010010	2.85406E-01	0.00000E+00	0.00000E+00	0.00000E+00	-8.68766E-01	-3.36852E-01	3.63011E-01	        10	1000010010	2.85406E-01	0.00000E+00	0.00000E+00	0.00000E+00	-8.68766E-01	-3.36852E-01	3.63011E-01	1.00000E+00
1.45048E+01	0.00000E+00	        14	1000010010	2.23234E+00	-1.67570E+00	3.29874E+00	2.55941E-02	1.61143E-01	8.43022E-01	-5.13174E-01	        14	1000010010	2.23944E+00	0.00000E+00	0.00000E+00	0.00000E+00	5.88096E-02	-9.56758E-01	-2.84877E-01	        14	1000010010	2.23944E+00	0.00000E+00	0.00000E+00	0.00000E+00	5.88096E-02	-9.56758E-01	-2.84877E-01	1.00000E+00
1.86964E+01	0.00000E+00	        15	1000010010	1.47767E+00	-3.51189E+00	-1.00269E+00	5.93122E-01	-9.97861E-01	6.51863E-02	-4.88208E-03	        15	1000010010	1.48059E+00	0.00000E+00	0.00000E+00	0.00000E+00	4.14468E-02	-3.58537E-01	9.32595E-01	        15	1000010010	1.48059E+00	0.00000E+00	0.00000E+00	0.00000E+00	4.14468E-02	-3.58537E-01	9.32595E-01	1.00000E+00
2.31915E+01	0.00000E+00	        16	1000010010	6.53083E-01	9.01233E-01	-2.34249E+00	-2.71862E+00	-9.78515E-03	-9.98594E-01	5.20913E-02	        16	1000010010	6.53238E-01	0.00000E+00	0.00000E+00	0.00000E+00	-5.05198E-01	1.66788E-01	-8.46733E-01	        16	1000010010	6.53238E-01	0.00000E+00	0.00000E+00	0.00000E+00	-5.05198E-01	1.66788E-01	-8.46733E-01	1.00000E+00
3.70040E+00	0.00000E+00	        18	1000010010	3.29960E+02	2.04950E+00	2.45191E+00	1.86504E+00	5.62343E-01	6.45414E-01	5.16925E-01	        18	1000010010	4.28026E+02	0.00000E+00	0.00000E+00	0.00000E+00	5.57974E-01	6.65325E-01	4.95991E-01	        18	1000010010	4.28026E+02	0.00000E+00	0.00000E+00	0.00000E+00	5.57974E-01	6.65325E-01	4.95991E-01	1.00000E+00
